GFN,FWE,FIA,FWI,USAGE,LANGUAGES
Linden Hill:normal:400,2,1,4,body,latin
Lobster Two:italic:400,4,5,3,header,latin
Lobster Two:italic:700,4,5,3,header,latin
Lobster Two:normal:400,4,1,3,header,latin
Lobster Two:normal:700,4,1,3,header,latin
Lobster:normal:400,5,5,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Londrina Outline:normal:400,1,1,3,header,latin
Londrina Shadow:normal:400,2,1,2,header,latin
Londrina Sketch:normal:400,2,1,2,header,latin
Londrina Solid:normal:100,2,1,3,?,latin
Londrina Solid:normal:300,4,1,2,?,latin
Londrina Solid:normal:400,6,1,2,header,latin
Londrina Solid:normal:900,6,1,2,?,latin
Lora:italic:400,3,2,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Lora:italic:700,4,3,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Lora:normal:400,3,1,4,body,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Lora:normal:700,4,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Love Ya Like A Sister:normal:400,3,1,3,header,latin
Loved by the King:normal:400,2,1,1,header,latin
Lovers Quarrel:normal:400,2,5,5,header,latin+latin-ext
Luckiest Guy:normal:400,7,1,3,header,latin
Lusitana:normal:400,3,1,4,header,latin
Lusitana:normal:700,3,1,4,header,latin
Lustria:normal:400,2,1,3,body,latin
Macondo Swash Caps:normal:400,3,1,3,header,latin
Macondo:normal:400,3,1,3,header,latin
Mada:normal:200,1,1,3,?,latin+arabic
Mada:normal:300,2,1,3,?,latin+arabic
Mada:normal:400,3,1,3,?,latin+arabic
Mada:normal:500,4,1,3,?,latin+arabic
Mada:normal:600,4,1,3,?,latin+arabic
Mada:normal:700,5,1,3,?,latin+arabic
Mada:normal:900,5,1,4,?,latin+arabic
Magra:normal:400,3,1,3,body,latin+latin-ext
Magra:normal:700,5,1,3,header,latin+latin-ext
Maiden Orange:normal:400,4,1,2,body,latin
Maitree:normal:200,1,1,4,?,latin+thai+vietnamese+latin-ext
Maitree:normal:300,2,1,4,?,latin+thai+vietnamese+latin-ext
Maitree:normal:400,3,1,4,?,latin+thai+vietnamese+latin-ext
Maitree:normal:500,3,1,4,?,latin+thai+vietnamese+latin-ext
Maitree:normal:600,4,1,4,?,latin+thai+vietnamese+latin-ext
Maitree:normal:700,4,1,4,?,latin+thai+vietnamese+latin-ext
Mako:normal:400,3,1,3,body,latin
Mallanna:normal:400,3,1,4,body,latin+telugu
Mandali:normal:400,3,1,4,body,latin+telugu
Manuale:italic:400,3,5,3,?,latin+vietnamese+latin-ext
Manuale:italic:500,3,5,3,?,latin+vietnamese+latin-ext
Manuale:italic:600,4,5,3,?,latin+vietnamese+latin-ext
Manuale:italic:700,4,5,3,?,latin+vietnamese+latin-ext
Manuale:normal:400,3,1,3,?,latin+vietnamese+latin-ext
Manuale:normal:500,3,1,3,?,latin+vietnamese+latin-ext
Manuale:normal:600,4,1,3,?,latin+vietnamese+latin-ext
Manuale:normal:700,4,1,3,?,latin+vietnamese+latin-ext
Marcellus SC:normal:400,2,1,3,header,latin+latin-ext
Marcellus:normal:400,2,1,4,body,latin+latin-ext
Marck Script:normal:400,2,7,4,header,latin+cyrillic+latin-ext
Margarine:normal:400,3,1,2,header,latin+latin-ext
Marko One:normal:400,3,1,4,header,latin
Marmelad:normal:400,3,1,4,header,latin+cyrillic+latin-ext
Martel Sans:normal:200,2,1,4,body,latin+latin-ext+devanagari
Martel Sans:normal:300,2,1,3,body,latin+latin-ext+devanagari
Martel Sans:normal:400,3,1,4,body,latin+latin-ext+devanagari
Martel Sans:normal:600,3,1,3,body,latin+latin-ext+devanagari
Martel Sans:normal:700,4,1,3,body,latin+latin-ext+devanagari
Martel Sans:normal:800,4,1,4,body,latin+latin-ext+devanagari
Martel Sans:normal:900,4,1,3,body,latin+latin-ext+devanagari
Martel:normal:200,2,1,4,?,latin+latin-ext+devanagari
Martel:normal:300,2,1,4,body,latin+latin-ext+devanagari
Martel:normal:400,3,1,4,body,latin+latin-ext+devanagari
Martel:normal:600,3,1,4,body,latin+latin-ext+devanagari
Martel:normal:700,3,1,4,body,latin+latin-ext+devanagari
Martel:normal:800,4,1,4,body,latin+latin-ext+devanagari
Martel:normal:900,4,1,4,body,latin+latin-ext+devanagari
Marvel:italic:400,2,4,2,header,latin
Marvel:italic:700,3,4,3,header,latin
Marvel:normal:400,2,1,2,header,latin
Marvel:normal:700,3,1,2,header,latin
Mate SC:normal:400,2,1,4,header,latin
Mate:italic:400,2,4,3,header,latin
Mate:normal:400,2,1,4,body,latin
Maven Pro:normal:400,3,1,4,body,latin+vietnamese+latin-ext
Maven Pro:normal:500,4,1,3,header,latin+vietnamese+latin-ext
Maven Pro:normal:700,4,1,4,header,latin+vietnamese+latin-ext
Maven Pro:normal:900,5,1,4,header,latin+vietnamese+latin-ext
McLaren:normal:400,3,1,4,header,latin+latin-ext
Meddon:normal:400,2,5,7,header,latin
MedievalSharp:normal:400,3,1,3,body,latin+latin-ext
Medula One:normal:400,5,1,2,header,latin
Meera Inimai:normal:400,3,1,3,?,latin+tamil
Megrim:normal:400,2,1,3,header,latin
Meie Script:normal:400,2,9,9,header,latin+latin-ext
Merienda One:normal:400,3,3,3,header,latin
Merienda:normal:400,3,3,3,header,latin+latin-ext
Merienda:normal:700,3,3,3,header,latin+latin-ext
Merriweather Sans:italic:300,2,3,3,header,latin+latin-ext
Merriweather Sans:italic:400,3,3,3,header,latin+latin-ext
Merriweather Sans:italic:700,4,3,3,header,latin+latin-ext
Merriweather Sans:italic:800,5,3,3,header,latin+latin-ext
Merriweather Sans:normal:300,2,1,3,body,latin+latin-ext
Merriweather Sans:normal:400,3,1,3,body,latin+latin-ext
Merriweather Sans:normal:700,4,1,3,header,latin+latin-ext
Merriweather Sans:normal:800,5,1,4,header,latin+latin-ext
Merriweather:italic:300,2,3,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:italic:400,3,3,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:italic:700,4,3,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:italic:900,4,3,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:normal:300,3,1,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:normal:400,3,1,3,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:normal:700,4,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Merriweather:normal:900,4,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Metal Mania:normal:400,4,1,2,header,latin+latin-ext
Metal:normal:400,2,5,1,?,khmer
Metamorphous:normal:400,3,1,3,body,latin+latin-ext
Metrophobic:normal:400,3,1,3,body,latin
Michroma:normal:400,3,1,5,header,latin
Milonga:normal:400,3,1,4,body,latin+latin-ext
Miltonian Tattoo:normal:400,4,1,4,header,latin
Miltonian:normal:400,2,1,5,header,latin
Mina:normal:400,3,1,3,?,latin+bengali+latin-ext
Mina:normal:700,4,1,3,?,latin+bengali+latin-ext
Miniver:normal:400,3,5,3,header,latin
Miriam Libre:normal:400,3,1,3,body,latin+hebrew+latin-ext
Miriam Libre:normal:700,4,1,3,body,latin+hebrew+latin-ext
Mirza:normal:400,3,1,3,?,latin+latin-ext+arabic
Mirza:normal:500,3,1,3,?,latin+latin-ext+arabic
Mirza:normal:600,4,1,3,?,latin+latin-ext+arabic
Mirza:normal:700,4,1,4,?,latin+latin-ext+arabic
Miss Fajardose:normal:400,2,10,7,header,latin+latin-ext
Mitr:normal:200,2,1,4,?,latin+thai+vietnamese+latin-ext
Mitr:normal:300,3,1,4,?,latin+thai+vietnamese+latin-ext
Mitr:normal:400,4,1,4,?,latin+thai+vietnamese+latin-ext
Mitr:normal:500,5,1,4,?,latin+thai+vietnamese+latin-ext
Mitr:normal:600,6,1,4,?,latin+thai+vietnamese+latin-ext
Mitr:normal:700,6,1,4,?,latin+thai+vietnamese+latin-ext
Modak:normal:400,7,1,3,header,latin+latin-ext+devanagari
Modern Antiqua:normal:400,3,1,4,header,latin+latin-ext
Mogra:normal:400,4,4,3,?,latin+gujarati+latin-ext
Molengo:normal:400,3,1,4,body,latin+latin-ext
Molle:italic:400,4,9,5,header,latin+latin-ext
Monda:normal:400,3,1,4,header,latin+latin-ext
Monda:normal:700,4,1,4,header,latin+latin-ext
Monofett:normal:400,10,1,2,header,latin
Monoton:normal:400,4,1,3,header,latin
Monsieur La Doulaise:normal:400,1,10,10,header,latin+latin-ext
Montaga:normal:400,2,1,4,body,latin
Montez:normal:400,2,1,3,header,latin
Montserrat Alternates:italic:100,1,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:200,1,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:300,2,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:400,3,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:500,3,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:600,4,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:700,5,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:800,5,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:italic:900,6,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:100,1,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:200,1,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:300,2,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:400,3,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:500,3,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:600,4,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:700,5,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:800,5,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Alternates:normal:900,6,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat Subrayada:normal:400,4,1,3,header,latin
Montserrat Subrayada:normal:700,5,1,3,header,latin
Montserrat:italic:100,1,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:200,1,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:300,2,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:400,2,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:500,3,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:600,4,4,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:700,4,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:800,5,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:italic:900,6,5,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:100,1,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:200,1,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:300,2,1,4,body,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:400,3,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:500,3,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:600,4,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:700,4,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:800,5,1,4,?,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Montserrat:normal:900,6,1,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Moul:normal:400,4,1,2,?,khmer
Moulpali:normal:400,2,1,2,?,khmer
Mountains of Christmas:normal:400,2,1,2,header,latin
Mountains of Christmas:normal:700,3,1,2,body,latin
Mouse Memoirs:normal:400,5,1,2,header,latin+latin-ext
Mr Bedfort:normal:400,2,1,5,header,latin+latin-ext
Mr Dafoe:normal:400,4,10,4,header,latin+latin-ext
Mr De Haviland:normal:400,2,9,4,header,latin+latin-ext
Mrs Saint Delafield:normal:400,1,10,6,header,latin+latin-ext
Mrs Sheppards:normal:400,5,10,4,header,latin+latin-ext
Mukta Mahee:normal:200,2,1,3,?,latin+latin-ext+gurmukhi
Mukta Mahee:normal:300,3,1,3,?,latin+latin-ext+gurmukhi
Mukta Mahee:normal:400,3,1,3,?,latin+latin-ext+gurmukhi
Mukta Mahee:normal:500,3,1,3,?,latin+latin-ext+gurmukhi
Mukta Mahee:normal:600,4,1,3,?,latin+latin-ext+gurmukhi
Mukta Mahee:normal:700,4,1,3,?,latin+latin-ext+gurmukhi
Mukta Mahee:normal:800,4,1,3,?,latin+latin-ext+gurmukhi
Mukta Malar:normal:200,2,1,3,?,latin+latin-ext+tamil
Mukta Malar:normal:300,3,1,3,?,latin+latin-ext+tamil
Mukta Malar:normal:400,3,1,3,?,latin+latin-ext+tamil
Mukta Malar:normal:500,3,1,3,?,latin+latin-ext+tamil
Mukta Malar:normal:600,4,1,3,?,latin+latin-ext+tamil
Mukta Malar:normal:700,4,1,3,?,latin+latin-ext+tamil
Mukta Malar:normal:800,4,1,3,?,latin+latin-ext+tamil
Mukta Vaani:normal:200,2,1,3,?,latin+gujarati+latin-ext
Mukta Vaani:normal:300,3,1,3,?,latin+gujarati+latin-ext
Mukta Vaani:normal:400,3,1,3,?,latin+gujarati+latin-ext
Mukta Vaani:normal:500,3,1,3,?,latin+gujarati+latin-ext
Mukta Vaani:normal:600,4,1,3,?,latin+gujarati+latin-ext
Mukta Vaani:normal:700,4,1,3,?,latin+gujarati+latin-ext
Mukta Vaani:normal:800,4,1,3,?,latin+gujarati+latin-ext
Mukta:normal:200,2,1,3,?,latin+latin-ext+devanagari
Mukta:normal:300,3,1,3,?,latin+latin-ext+devanagari
Mukta:normal:400,3,1,3,?,latin+latin-ext+devanagari
Mukta:normal:500,3,1,3,?,latin+latin-ext+devanagari
Mukta:normal:600,4,1,3,?,latin+latin-ext+devanagari
Mukta:normal:700,4,1,3,?,latin+latin-ext+devanagari
Mukta:normal:800,4,1,3,?,latin+latin-ext+devanagari
Muli:italic:200,2,3,4,?,latin+vietnamese+latin-ext
Muli:italic:300,2,2,3,header,latin+vietnamese+latin-ext
Muli:italic:400,3,2,3,header,latin+vietnamese+latin-ext
Muli:italic:600,3,2,4,?,latin+vietnamese+latin-ext
Muli:italic:700,4,3,4,?,latin+vietnamese+latin-ext
Muli:italic:800,4,3,4,?,latin+vietnamese+latin-ext
Muli:italic:900,5,3,4,?,latin+vietnamese+latin-ext
Muli:normal:200,2,1,4,?,latin+vietnamese+latin-ext
Muli:normal:300,2,1,3,header,latin+vietnamese+latin-ext
Muli:normal:400,3,1,3,body,latin+vietnamese+latin-ext
Muli:normal:600,3,1,3,?,latin+vietnamese+latin-ext
Muli:normal:700,4,1,4,?,latin+vietnamese+latin-ext
Muli:normal:800,4,1,4,?,latin+vietnamese+latin-ext
Muli:normal:900,5,1,4,?,latin+vietnamese+latin-ext
Mystery Quest:normal:400,3,1,3,header,latin+latin-ext
NTR:normal:400,3,1,4,body,latin+telugu
Nanum Brush Script:normal:400,2,1,3,header,latin+korean
Nanum Gothic Coding:normal:400,3,1,3,header,latin+korean
Nanum Gothic Coding:normal:700,4,1,3,body,latin+korean
Nanum Gothic:normal:400,2,1,3,body,latin+korean
Nanum Gothic:normal:700,4,1,3,header,latin+korean
Nanum Myeongjo:normal:400,2,1,4,header,latin+korean
Nanum Myeongjo:normal:700,3,1,4,header,latin+korean
Nanum Pen Script:normal:400,2,1,3,header,latin+korean
Neucha:normal:400,3,1,2,body,latin+cyrillic
Neuton:italic:400,3,4,4,header,latin+latin-ext
Neuton:normal:200,2,1,4,header,latin+latin-ext
Neuton:normal:300,3,1,4,body,latin+latin-ext
Neuton:normal:400,3,1,4,header,latin+latin-ext
Neuton:normal:700,4,1,4,header,latin+latin-ext
Neuton:normal:800,5,1,4,header,latin+latin-ext
New Rocker:normal:400,4,1,3,body,latin+latin-ext
News Cycle:normal:400,3,1,3,body,latin+latin-ext
News Cycle:normal:700,4,1,3,body,latin+latin-ext
Niconne:normal:400,3,6,6,header,latin+latin-ext
Nixie One:normal:400,1,1,4,header,latin
Nobile:italic:400,3,3,3,header,latin+latin-ext
Nobile:italic:500,3,4,3,header,latin+latin-ext
Nobile:italic:700,4,4,3,header,latin+latin-ext
Nobile:normal:400,3,1,3,body,latin+latin-ext
Nobile:normal:500,4,1,3,body,latin+latin-ext
Nobile:normal:700,4,1,3,header,latin+latin-ext
Nokora:normal:400,3,1,1,?,khmer
Nokora:normal:700,4,1,1,?,khmer
Norican:normal:400,3,5,4,header,latin+latin-ext
Nosifer:normal:400,5,1,3,header,latin+latin-ext
Nothing You Could Do:normal:400,2,8,4,header,latin
Noticia Text:italic:400,3,3,3,header,latin+vietnamese+latin-ext
Noticia Text:italic:700,4,3,4,header,latin+vietnamese+latin-ext
Noticia Text:normal:400,3,1,3,body,latin+vietnamese+latin-ext
Noticia Text:normal:700,4,1,3,header,latin+vietnamese+latin-ext
Noto Sans:italic:400,3,5,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext+devanagari
Noto Sans:italic:700,4,5,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext+devanagari
Noto Sans:normal:400,3,1,3,body,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext+devanagari
Noto Sans:normal:700,4,1,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext+devanagari
Noto Serif:italic:400,3,4,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Noto Serif:italic:700,4,5,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Noto Serif:normal:400,3,1,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Noto Serif:normal:700,4,1,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Nova Cut:normal:400,3,1,3,header,latin
Nova Flat:normal:400,3,1,3,header,latin
Nova Mono:normal:400,3,1,3,header,greek+latin
Nova Oval:normal:400,3,1,3,header,latin
Nova Round:normal:400,3,1,3,body,latin
Nova Script:normal:400,3,4,3,header,latin
Nova Slim:normal:400,3,1,3,header,latin
Nova Square:normal:400,3,1,3,header,latin
Numans:normal:400,3,1,4,body,latin
Nunito Sans:italic:200,2,3,4,?,latin+vietnamese+latin-ext
Nunito Sans:italic:300,2,3,4,?,latin+vietnamese+latin-ext
Nunito Sans:italic:400,3,2,4,?,latin+vietnamese+latin-ext
Nunito Sans:italic:600,3,3,4,?,latin+vietnamese+latin-ext
Nunito Sans:italic:700,4,3,4,?,latin+vietnamese+latin-ext
Nunito Sans:italic:800,4,3,4,?,latin+vietnamese+latin-ext
Nunito Sans:italic:900,5,3,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:200,2,1,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:300,2,1,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:400,3,1,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:600,3,1,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:700,4,1,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:800,4,1,4,?,latin+vietnamese+latin-ext
Nunito Sans:normal:900,5,1,4,?,latin+vietnamese+latin-ext
Nunito:italic:200,2,3,4,?,latin+vietnamese+latin-ext
Nunito:italic:300,2,2,4,?,latin+vietnamese+latin-ext
Nunito:italic:400,3,2,4,?,latin+vietnamese+latin-ext
Nunito:italic:600,3,3,4,?,latin+vietnamese+latin-ext
Nunito:italic:700,4,3,4,?,latin+vietnamese+latin-ext
Nunito:italic:800,5,3,4,?,latin+vietnamese+latin-ext
Nunito:italic:900,5,3,4,?,latin+vietnamese+latin-ext
Nunito:normal:200,2,1,4,?,latin+vietnamese+latin-ext
Nunito:normal:300,2,1,4,body,latin+vietnamese+latin-ext
Nunito:normal:400,3,1,4,header,latin+vietnamese+latin-ext
Nunito:normal:600,3,1,4,?,latin+vietnamese+latin-ext
Nunito:normal:700,4,1,4,header,latin+vietnamese+latin-ext
Nunito:normal:800,5,1,4,?,latin+vietnamese+latin-ext
Nunito:normal:900,5,1,4,?,latin+vietnamese+latin-ext
Odor Mean Chey:normal:400,3,1,1,?,khmer
Offside:normal:400,3,1,3,body,latin
Old Standard TT:italic:400,2,5,4,header,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Old Standard TT:normal:400,2,1,4,body,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Old Standard TT:normal:700,3,1,4,body,cyrillic-ext+latin+cyrillic+vietnamese+latin-ext
Oldenburg:normal:400,3,1,4,body,latin+latin-ext
Oleo Script Swash Caps:normal:400,4,4,3,header,latin+latin-ext
Oleo Script Swash Caps:normal:700,4,4,4,header,latin+latin-ext
Oleo Script:normal:400,4,4,3,header,latin+latin-ext
Oleo Script:normal:700,5,4,3,header,latin+latin-ext
Open Sans Condensed:italic:300,2,4,2,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans Condensed:normal:300,2,1,2,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans Condensed:normal:700,5,1,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:italic:300,2,5,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:italic:400,3,5,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:italic:600,4,4,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:italic:700,4,5,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:italic:800,5,5,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:normal:300,2,1,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:normal:400,3,1,3,body,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:normal:600,4,1,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:normal:700,4,1,4,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Open Sans:normal:800,5,1,3,header,greek+cyrillic-ext+latin+cyrillic+vietnamese+greek-ext+latin-ext
Oranienbaum:normal:400,3,1,3,body,cyrillic-ext+latin+cyrillic+latin-ext
Orbitron:normal:400,3,1,4,header,latin
Orbitron:normal:500,4,1,4,header,latin
Orbitron:normal:700,4,1,4,header,latin
Orbitron:normal:900,5,1,4,header,latin
Oregano:italic:400,3,10,3,header,latin+latin-ext
Oregano:normal:400,3,1,3,body,latin+latin-ext
Orienta:normal:400,3,1,3,body,latin+latin-ext
Original Surfer:normal:400,3,1,4,header,latin
Oswald:normal:200,2,1,2,?,latin+cyrillic+vietnamese+latin-ext
Oswald:normal:300,3,1,2,body,latin+cyrillic+vietnamese+latin-ext
Oswald:normal:400,4,1,2,body,latin+cyrillic+vietnamese+latin-ext
Oswald:normal:500,5,1,2,?,latin+cyrillic+vietnamese+latin-ext
Oswald:normal:600,5,1,2,?,latin+cyrillic+vietnamese+latin-ext
Oswald:normal:700,6,1,2,header,latin+cyrillic+vietnamese+latin-ext
Over the Rainbow:normal:400,2,1,2,header,latin
Overlock SC:normal:400,3,1,3,header,latin+latin-ext
Overlock:italic:400,3,3,3,header,latin+latin-ext
Overlock:italic:700,3,3,3,header,latin+latin-ext
Overlock:italic:900,4,3,3,header,latin+latin-ext
Overlock:normal:400,3,1,3,body,latin+latin-ext
Overlock:normal:700,3,1,3,body,latin+latin-ext
Overlock:normal:900,4,1,3,header,latin+latin-ext
Overpass Mono:normal:300,2,1,4,?,latin+latin-ext
Overpass Mono:normal:400,3,1,4,?,latin+latin-ext
Overpass Mono:normal:600,3,1,4,?,latin+latin-ext
Overpass Mono:normal:700,4,1,4,?,latin+latin-ext
Overpass:italic:100,2,4,3,?,latin+latin-ext
Overpass:italic:200,2,4,3,?,latin+latin-ext
Overpass:italic:300,3,4,3,?,latin+latin-ext
Overpass:italic:400,3,4,3,?,latin+latin-ext
Overpass:italic:600,3,4,3,?,latin+latin-ext
Overpass:italic:700,4,5,3,?,latin+latin-ext
Overpass:italic:800,4,4,3,?,latin+latin-ext
Overpass:italic:900,5,4,3,?,latin+latin-ext
Overpass:normal:100,1,1,3,?,latin+latin-ext
Overpass:normal:200,2,1,3,?,latin+latin-ext
Overpass:normal:300,2,1,3,?,latin+latin-ext
Overpass:normal:400,3,1,3,?,latin+latin-ext
Overpass:normal:600,3,1,3,?,latin+latin-ext
Overpass:normal:700,4,1,3,?,latin+latin-ext
Overpass:normal:800,4,1,4,?,latin+latin-ext
Overpass:normal:900,4,1,4,?,latin+latin-ext
Ovo:normal:400,2,1,4,header,latin
Oxygen Mono:normal:400,3,1,3,header,latin+latin-ext
Oxygen:normal:300,2,1,3,header,latin+latin-ext
Oxygen:normal:400,3,1,3,body,latin+latin-ext
Oxygen:normal:700,4,1,3,header,latin+latin-ext
PT Mono:normal:400,3,1,4,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans Caption:normal:400,3,1,4,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans Caption:normal:700,4,1,4,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans Narrow:normal:400,3,1,3,body,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans Narrow:normal:700,5,1,3,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans:italic:400,3,5,3,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans:italic:700,4,5,3,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans:normal:400,3,1,3,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Sans:normal:700,5,1,3,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Serif Caption:italic:400,3,4,4,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Serif Caption:normal:400,3,1,4,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Serif:italic:400,3,4,3,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Serif:italic:700,4,4,4,header,cyrillic-ext+latin+cyrillic+latin-ext
PT Serif:normal:400,3,1,4,body,cyrillic-ext+latin+cyrillic+latin-ext
PT Serif:normal:700,4,1,4,header,cyrillic-ext+latin+cyrillic+latin-ext
Pacifico:normal:400,4,4,4,header,latin+cyrillic+vietnamese+latin-ext
Palanquin Dark:normal:400,4,1,4,header,latin+latin-ext+devanagari
Palanquin Dark:normal:500,4,1,4,header,latin+latin-ext+devanagari
